наименование	производитель	код
	Не определен	57442
	Не определен	67386
	Не определен	44484
	Не определен	72656
	Не определен	55047
	Не определен	66338
	Не определен	72884
	Не определен	64696
	Не определен	73008
	Не определен	50893
	Не определен	48898
	Не определен	48898
	Не определен	63773
	Не определен	68687
	Не определен	65660
	Не определен	65660
	Не определен	66390
	Не определен	46726
	Не определен	63812
	Не определен	29417
	Не определен	57608
	Не определен	68594
	Не определен	70074
	Не определен	70911
	Не определен	71639
	Не определен	71802
	Не определен	56891
	Не определен	40545
	Не определен	40545
	Не определен	72880
	Не определен	29425
	Не определен	61705
	Не определен	32664
	Не определен	34022
	Не определен	34022
	Не определен	30635
	Не определен	61514
	Не определен	29429
	Не определен	47566
	Не определен	47566
	Не определен	47566
	"Eagle Nutrionals, Inc." US	29430
	Не определен	64164
	Не определен	29435
	Не определен	29438
	Не определен	29440
	Не определен	33876
	Не определен	33876
	Не определен	41390
	Не определен	41390
	Не определен	33731
	Не определен	32649
	Не определен	38903
	Не определен	38654
	Не определен	66928
	world Medicine Ilac	65862
	Не определен	73310
	actavis	55122
	actavis	55122
	"Eagle Nutrionals, Inc." US	49164
	Не определен	34845
	Не определен	65538
	Не определен	72826
	Не определен	71577
	Не определен	71961
	Не определен	29459
	Не определен	73085
	Не определен	73322
	Не определен	73323
	cipla	54671
	Не определен	47743
	Не определен	42358
	tZMO S.A.	65978
	tZMO S.A.	70816
	Не определен	64230
	Не определен	52416
	Не определен	45659
	Не определен	45659
	Не определен	72104
	Не определен	63684
	Не определен	69170
	Не определен	60369
	Не определен	66047
	Не определен	44184
	Не определен	64228
	Не определен	67586
	Не определен	70108
	Не определен	69585
	Не определен	50908
	Не определен	50478
	Не определен	49232
	Не определен	60290
	Не определен	40990
	Не определен	45141
	Не определен	72643
	Не определен	67445
	"Eagle Nutrionals, Inc." US	48608
	sopharma	72417
	Не определен	53556
	Не определен	71609
	actavis	73203
	Не определен	67623
	Не определен	67623
	Не определен	65270
	Не определен	65270
	Не определен	70317
	Не определен	72510
	Не определен	36967
	astrazeneca/Bristol Myers Squibb	56518
	Не определен	39897
	Не определен	32328
	Не определен	64930
	Не определен	71900
	Не определен	69581
	Не определен	71901
	Не определен	71231
	Не определен	73072
	Не определен	52150
	Не определен	52150
	gedeon Richter	68205
	Не определен	71506
	Не определен	70744
	Не определен	58167
	Не определен	58167
	Не определен	58167
	Не определен	34455
	Не определен	29482
	Не определен	65863
	Не определен	72939
	Не определен	29485
	Не определен	45660
	wiewelhove GmbH / Bionorica	65630
	Не определен	72601
	Не определен	65234
	Не определен	73224
	Не определен	68306
	Не определен	69617
	Не определен	30582
	Не определен	56692
	Не определен	56692
	Не определен	70052
	Не определен	70052
	Не определен	70974
	Не определен	70974
	Не определен	70975
	Не определен	70976
	Не определен	64250
	Не определен	66903
	Не определен	42675
	Не определен	50179
	Не определен	50179
	Не определен	72283
	Не определен	72340
	Не определен	73174
	Не определен	37020
	Не определен	37020
	Не определен	37020
	Не определен	29498
	Не определен	49908
	Не определен	50543
	Не определен	71838
	alcon-Couvreur	58686
	Не определен	33621
	vogt/Jiangsu Kanghula	61830
	Не определен	61119
	Не определен	62143
	Не определен	57093
	Не определен	71664
	Не определен	53139
	Не определен	71522
	Не определен	65310
	Не определен	69946
	Не определен	49849
	Не определен	69788
	k Universe Co.,Ltd.	67151
	beaufour Ipsen	63123
	Не определен	66472
	beaufour Ipsen	62357
	beaufour Ipsen	62357
	beaufour Ipsen	62357
	Не определен	66445
	Не определен	33102
	hemomont/Stada	59405
	hemomont/Stada	59405
	curida A.S.	67365
	Не определен	72692
	Не определен	72666
	Не определен	59661
	Не определен	73127
	Не определен	73128
	Не определен	32253
	solgar Vitamin and Herb	61698
	Не определен	40342
	Не определен	40342
	solgar Vitamin and Herb	61109
	solgar Vitamin and Herb	64791
	solgar Vitamin and Herb	59819
	solgar Vitamin and Herb	67353
	biologische Heilmittel Heel GmbH	71258
	Не определен	69560
	Не определен	33984
	Не определен	71608
	Не определен	68939
	Не определен	68939
	Не определен	68064
	Не определен	71904
	Не определен	61437
	Не определен	47562
	Не определен	59734
	Не определен	60424
	Не определен	32213
	Не определен	36824
	Не определен	29523
	Не определен	71829
	Не определен	32648
	Не определен	72005
	salutas Pharma Gmbh	70328
	salutas Pharma Gmbh	70328
	Не определен	71743
	Не определен	43198
	Не определен	33607
	Не определен	71156
	Не определен	71107
	Не определен	71467
	Не определен	49270
	Не определен	71036
	Не определен	72362
	Не определен	46609
	Не определен	65106
	Не определен	71825
	Не определен	29537
	balkanpharma	68383
	Не определен	48587
	Не определен	29539
	Не определен	69686
	Не определен	29540
	Не определен	72957
	Не определен	57819
	Не определен	62241
	Не определен	61850
	Не определен	44187
	Не определен	40714
	Не определен	70604
	Не определен	35801
	Не определен	71623
	Не определен	71168
	Не определен	71168
	Не определен	59174
	Не определен	59175
	Не определен	68739
	Не определен	55056
	Не определен	51331
	Не определен	41473
	Не определен	53743
	Не определен	33328
	Не определен	72652
	Не определен	72155
	Не определен	72827
	Не определен	71275
	Не определен	44664
	Не определен	44664
	Не определен	72585
	Не определен	35989
	Не определен	35989
	Не определен	68858
	Не определен	68789
	Не определен	47104
	Не определен	68240
	Не определен	70598
	Не определен	48443
	Не определен	48443
	Не определен	47052
	Не определен	71627
	Не определен	66191
	Не определен	70224
	Не определен	51442
	Не определен	51442
	biocosmetics	62790
	phytonet d.o.o.	70399
	Не определен	32789
	Не определен	36132
	Не определен	71662
	Не определен	42762
	Не определен	42762
	Не определен	67338
	biocosmetics	57170
	biocosmetics	58285
	reckitt Benckiser Healthcare (UK)	55445
	Не определен	29574
	Не определен	50170
	Не определен	50170
	reckitt Benckiser	60912
	reckitt Benckiser	60912
	reckitt Benckiser	29579
	Не определен	43009
	Не определен	29580
	Не определен	29580
	Не определен	51845
	Не определен	49499
	Не определен	67320
	Не определен	67320
	Не определен	69610
	Не определен	65321
	Не определен	62800
	Не определен	69370
	Не определен	71121
	Не определен	72683
	Не определен	38238
	Не определен	73314
	Не определен	56207
	Не определен	65578
	Не определен	58096
	Не определен	52309
	Не определен	64348
	Не определен	56343
	Не определен	67933
	Не определен	69595
	Не определен	68190
	Не определен	45505
	Не определен	66359
	Не определен	70907
	Не определен	73216
	Не определен	70092
	Не определен	70092
	Не определен	50786
	Не определен	66123
	Не определен	60947
	Не определен	66683
	Не определен	29603
	Не определен	68098
	polpharma Pharm.Works	68703
	Не определен	48858
	Не определен	42433
	Не определен	42433
	Не определен	69767
	Не определен	61732
	Не определен	61755
	Не определен	51066
	Не определен	53374
	Не определен	53374
	Не определен	58345
	"Eagle Nutrionals, Inc." US	49519
	"Eagle Nutrionals, Inc." US	49519
	Не определен	61835
	Не определен	61835
	Не определен	61644
	Не определен	63778
	Не определен	63778
	Не определен	69851
	Не определен	73045
	Не определен	70349
	dragenopharm	70343
	dragenopharm	70343
	Не определен	73140
	delpharm Gaillard	68002
	Не определен	68253
	Не определен	68253
	"Eagle Nutrionals, Inc." US	45908
	menarini A.	71633
	Не определен	61843
	Не определен	61843
	Не определен	29613
	Не определен	29614
	Не определен	35373
	egis	51443
	shreya	70683
	Не определен	46109
	Не определен	36304
	Не определен	64169
	Не определен	70890
	Не определен	73286
	Не определен	73285
	Не определен	49594
	Не определен	31856
	Не определен	72528
	Не определен	44167
	Не определен	31757
	Не определен	36814
	"Nutrilo GmbH"	72116
	"Nutrilo GmbH"	73030
	Не определен	49680
	Не определен	67917
	Не определен	66621
	Не определен	65033
	Не определен	63691
	Не определен	31276
	Не определен	63708
	Не определен	63710
	Не определен	65032
	Не определен	72931
	Не определен	65031
	Не определен	60076
	Не определен	70053
	Не определен	61504
	Не определен	31941
	Не определен	51896
	sopharma AD	72354
	solgar Vitamin and Herb	62716
	Не определен	48575
	Не определен	38897
	Не определен	38070
	Не определен	69650
	Не определен	29622
	Не определен	73016
	Не определен	73016
	Не определен	66747
	Не определен	72242
	Не определен	72242
	Не определен	71436
	Не определен	71436
	Не определен	69932
	Не определен	50619
	Не определен	69057
	cadila Pharmaceuticals Ltd.	72665
	cadila Pharmaceuticals Ltd.	72665
	Не определен	62993
	Не определен	63015
	Не определен	63015
	johnson@Johnson	54329
	Не определен	33160
	Не определен	39811
	Не определен	66006
	Не определен	69625
	Не определен	73158
	Не определен	66095
	Не определен	73339
	beaufour Ipsen	73238
	beaufour Ipsen	71434
	Не определен	71771
	Не определен	56642
	aziende Chimiche Riunite	63074
	Не определен	61728
	aziende Chimiche Riunite	54691
	aziende Chimiche Riunite	54691
	Не определен	39551
	Не определен	38189
	Не определен	72218
	Не определен	69692
	Не определен	69692
	Не определен	54680
	Не определен	53855
	Не определен	57349
	Не определен	60511
	Не определен	58781
	Не определен	43340
	Не определен	72522
	Не определен	61769
	Не определен	72523
	Не определен	59259
	Не определен	71055
	Не определен	71055
	Не определен	51701
	Не определен	71457
	Не определен	35795
	Не определен	73031
	Не определен	61039
	sanofi	69762
	zentiva/Leciva	70631
	Не определен	72730
	sanofi Ilac Sanayi ve Ticaret	69659
	Не определен	64331
	Не определен	61508
	Не определен	65574
	Не определен	72735
	Не определен	72735
	Не определен	72735
	Не определен	72735
	Не определен	68600
	Не определен	68600
	Не определен	54577
	Не определен	69511
	Не определен	66250
	laboratorios Liconsa S.A	69876
	laboratorios Liconsa S.A	71323
	Не определен	62725
	Не определен	29659
	Не определен	29659
	sopharma	67086
	essity Slovakia s.r.o	72672
	Не определен	29660
	Не определен	55937
	Не определен	37505
	Не определен	37505
	Не определен	72553
	Не определен	33961
	Не определен	73055
	Не определен	60750
	Не определен	61252
	Не определен	63462
	Не определен	36993
	Не определен	72860
	Не определен	73189
	Не определен	38573
	Не определен	43149
	Не определен	43149
	delpharm Reims	70720
	Не определен	51456
	Не определен	70196
	Не определен	68595
	Не определен	66755
	Не определен	67521
	Не определен	71116
	Не определен	71189
	"Eagle Nutrionals, Inc." US	42480
	suzhou Hengxiang Import & Export	58716
	Не определен	48266
	Не определен	73240
	Не определен	55040
	Не определен	73209
	Не определен	73209
	Не определен	45579
	Не определен	62649
	Не определен	57413
	Не определен	52849
	roche Diagnostics GmbH	60145
	Не определен	29688
	Не определен	29693
	biotech	69291
	Не определен	73019
	Не определен	50160
	Не определен	50160
	Не определен	70087
	Не определен	72462
	Не определен	30424
	Не определен	51290
	Не определен	63203
	Не определен	66167
	Не определен	65308
	pharmLine s.r.o	71699
	Не определен	70023
	"Eagle Nutrionals, Inc." US	49840
	Не определен	55369
	Не определен	61964
	Не определен	34219
	Не определен	34219
	Не определен	34010
	Не определен	34010
	Не определен	72316
	Не определен	52881
	Не определен	30460
	Не определен	60450
	Не определен	72408
	Не определен	29703
	Не определен	30247
	Не определен	62543
	famar Health Care Service	70075
	famar Health Care Service	70075
	famar Health Care Service	70075
	Не определен	72788
	Не определен	72788
	Не определен	72788
	Не определен	34676
	Не определен	35152
	Не определен	62820
	Не определен	62820
	dragenopharm	54947
	Не определен	29711
	Не определен	66028
	Не определен	71945
	Не определен	72998
	Не определен	64305
	Не определен	64843
	Не определен	48544
	Не определен	29717
	Не определен	71523
	Не определен	66170
	Не определен	29719
	Не определен	29719
	rompharm	55077
	aesica Pharmaceuticals	65142
	Не определен	34073
	Не определен	70573
	Не определен	66302
	Не определен	56884
	Не определен	56001
	Не определен	42752
	Не определен	65274
	Не определен	56201
	Не определен	52665
	b.Well Swiss AG	71625
	Не определен	29729
	Не определен	72463
	Не определен	73108
	Не определен	67539
	Не определен	73114
	Не определен	60272
	Не определен	58197
	egis	70764
	egis	66418
	egis	66419
	Не определен	73054
	Не определен	29735
	rompharm	60917
	mehta Herbals Pvt. Ltd.	66298
	Не определен	72247
	Не определен	72247
	Не определен	72352
	Не определен	51401
	Не определен	69728
	biologische Heilmittel GmbH	59570
	biologische Heilmittel GmbH	59570
	biologische Heilmittel GmbH	60273
	biologische Heilmittel Heel GmbH	72219
	biologische Heilmittel Heel GmbH	63128
	biologische Heilmittel Heel GmbH	63128
	Не определен	29748
	Не определен	29748
	Не определен	64345
	Не определен	67644
	Не определен	60310
	Не определен	73091
	Не определен	65707
	Не определен	71957
	Не определен	69986
	zentiva	59956
	Не определен	73049
	Не определен	52672
	Не определен	52672
	Не определен	52672
	Не определен	57008
	Не определен	71052
	Не определен	72669
	Не определен	72669
	Не определен	70525
	Не определен	67398
	Не определен	68978
	famar Orleans	71318
	famar	70374
	Не определен	68887
	Не определен	51839
	Не определен	66939
	Не определен	72264
	Не определен	55507
	Не определен	55288
	Не определен	73168
	Не определен	70680
	Не определен	68050
	Не определен	68050
	Не определен	55013
	Не определен	67882
	Не определен	61796
	aziende Chimiche Riunite	54841
	Не определен	62581
	aziende Chimiche Riunite	72709
	polpharma Pharm.Works	70329
	Не определен	67494
	Не определен	67494
	balkanpharma	60052
	sopharma AD	57573
	sopharma AD	57573
	vetProm AD	70180
	Не определен	64214
	Не определен	43540
	Не определен	43672
	r.Poon Medical Products	66923
	Не определен	38112
	Не определен	37606
	Не определен	37606
	Не определен	60706
	santen	61083
	Не определен	40021
	Не определен	57390
	Не определен	33342
	Не определен	34885
	Не определен	67985
	ultra Health Products Inc	73036
	Не определен	32324
	Не определен	32318
	Не определен	32316
	Не определен	31265
	Не определен	53848
	Не определен	31647
	Не определен	29811
	Не определен	32072
	Не определен	69216
	"Eagle Nutrionals, Inc." US	29793
	Не определен	52316
	Не определен	39438
	Не определен	43200
	jinYahong Fine Chemical Co Ltd	70365
	jinYahong Fine Chemical Co Ltd	70366
	Не определен	71582
	vetProm AD	71882
	Не определен	39488
	frenchi Products Inc	59425
	Не определен	32624
	frenchi Products Inc	61235
	frenchi Products Inc	65269
	Не определен	33715
	Не определен	58564
	Не определен	69600
	Не определен	36958
	Не определен	69347
	Не определен	69347
	Не определен	69794
	Не определен	63153
	Не определен	72305
	Не определен	49848
	Не определен	71927
	Не определен	70855
	Не определен	70855
	Не определен	68368
	Не определен	29814
	Не определен	58410
	Не определен	70772
	Не определен	66344
	Не определен	65350
	Не определен	36176
	recordati	54692
	recordati	71185
	Не определен	70694
	Не определен	54327
	Не определен	54327
	"PRVA KUPEL NA A.S."	39994
	Не определен	29819
	Не определен	67541
	Не определен	67776
	Не определен	67776
	Не определен	62288
	Не определен	29821
	Не определен	49338
	Не определен	61692
	Не определен	61692
	Не определен	73084
	Не определен	32538
	Не определен	69266
	Не определен	60807
	Не определен	60896
	Не определен	60896
	Не определен	69579
	Не определен	69580
	Не определен	70220
	Не определен	70220
	Не определен	72639
	Не определен	43888
	Не определен	57831
	Не определен	57831
	Не определен	30835
	Не определен	30837
	Не определен	30837
	Не определен	70747
	Не определен	66943
	Не определен	32038
	Не определен	61422
	Не определен	29911
	Не определен	63709
	Не определен	65587
	Не определен	71930
	Не определен	64172
	Не определен	30744
	Не определен	72234
	Не определен	68279
	Не определен	69694
	Не определен	71319
	bESINS HEALTHCARE MONACO S.A.M/ LABORATO	71941
	Не определен	52330
	Не определен	41992
	Не определен	29834
	temmler	55587
	Не определен	44229
	Не определен	43770
	Не определен	71863
	menarini A.	56271
	Не определен	35061
	Не определен	73195
	Не определен	72584
	Не определен	55471
	mylan Laboratories	54969
	Не определен	29841
	Не определен	29842
	Не определен	35940
	Не определен	72621
	Не определен	73092
	Не определен	68030
	Не определен	69251
	p&G Health Germany GmbH	62190
	p&G Health Germany GmbH	62909
	beograd sopot	29845
	labomar	63971
	Не определен	63972
	abbott Biologicals	66521
	Не определен	48652
	abbot	67527
	abbot	67527
	abbot	67610
	abbot	67610
	Не определен	69177
	olainFarm	54609
	Не определен	58053
	Не определен	68815
	Не определен	30698
	Не определен	29853
	Не определен	29853
	Не определен	60178
	Не определен	69936
	olainFarm	58269
	Не определен	65488
	Не определен	67268
	Не определен	52147
	Не определен	72536
	Не определен	72536
	uPSA	70899
	Не определен	49347
	Не определен	72853
	Не определен	72853
	Не определен	72278
	Не определен	58815
	Не определен	58815
	Не определен	66243
	Не определен	57150
	Не определен	57150
	Не определен	55189
	Не определен	67600
	Не определен	73104
	Не определен	69227
	Не определен	69227
	Не определен	73126
	Не определен	72400
	Не определен	71463
	sanofi	71874
	Не определен	73223
	lactose (India) Limited	71545
	lactose (India) Limited	71545
	Не определен	65668
	Не определен	65668
	Не определен	59490
	Не определен	73181
	Не определен	73053
	Не определен	53009
	Не определен	68994
	Не определен	71604
	Не определен	64296
	Не определен	62277
	Не определен	66738
	Не определен	58088
	Не определен	71578
	Не определен	34569
	Не определен	64611
	herbapol Warszawa	70984
	Не определен	72784
	Не определен	72196
	probiotics International Lt	69101
	probiotics International Lt	69101
	probiotics International Lt	69101
	Не определен	30352
	Не определен	45466
	Не определен	45933
	Не определен	47575
	Не определен	41399
	Не определен	41398
	Не определен	41398
	Не определен	41397
	Не определен	41396
	Не определен	40355
	Не определен	46767
	Не определен	56977
	Не определен	29885
	Не определен	42136
	Не определен	72372
	Не определен	72372
	Не определен	29890
	"Eagle Nutrionals, Inc." US	46344
	Не определен	72901
	Не определен	73001
	Не определен	72253
	Не определен	72254
	Не определен	72254
	Не определен	59795
	Не определен	64598
	Не определен	66508
	Не определен	29899
	Не определен	36000
	Не определен	29901
	Не определен	55870
	Не определен	70758
	la Dispensa S.r.l	62730
	farmaceutici Procemsa S.p.a	61676
	Не определен	72464
	Не определен	71748
	zambon	54858
	zambon	54751
	Не определен	65122
	Не определен	43718
	dompe Farmaceutici S.p.A.	72872
	dompe Farmaceutici S.p.A.	72872
	dompe Farmaceutici S.p.A.	72872
	Не определен	73093
	Не определен	29910
	Не определен	70167
	Не определен	54160
	g.L.Pharma Gmbh	58043
	Не определен	71782
	Не определен	66178
	Не определен	67898
	Не определен	67898
	jelfa	54509
	Не определен	38225
	Не определен	32177
	Не определен	67630
	Не определен	66854
	Не определен	67165
	Не определен	67165
	Не определен	68445
	Не определен	41805
	balkanpharma	72922
	Не определен	71645
	Не определен	61030
	Не определен	29917
	Не определен	29918
	Не определен	38334
	Не определен	66675
	Не определен	61618
	Не определен	61618
	steriPharm	62618
	beaufour Ipsen	54675
	Не определен	29923
	Не определен	29924
	Не определен	71795
	Не определен	65187
	Не определен	60239
	Не определен	60239
	polpharma Pharm.Works	61750
	Не определен	70639
	Не определен	73111
	Не определен	66967
	beaufour Ipsen Industry	72122
	Не определен	66173
	Не определен	45455
	pharmatis	72448
	pharmatis	72448
	Не определен	29929
	Не определен	72861
	Не определен	29930
	Не определен	58942
	Не определен	73021
	Не определен	55549
	Не определен	72401
	santen	59428
	atlas Link	35299
	atlas Link	35299
	Не определен	72286
	human/AXIOM Gesellschaft	56918
	Не определен	71746
	Не определен	69649
	Не определен	72689
	Не определен	59253
	Не определен	59253
	Не определен	60795
	Не определен	60409
	Не определен	60798
	Не определен	60799
	Не определен	60802
	Не определен	60802
	Не определен	69382
	Не определен	59052
	Не определен	71891
	Не определен	71892
	Не определен	35641
	Не определен	73164
	Не определен	51332
	Не определен	51332
	Не определен	73243
	Не определен	69628
	Не определен	56744
	Не определен	68456
	Не определен	71572
	Не определен	42137
	Не определен	29946
	Не определен	64109
	Не определен	55917
	Не определен	73308
	Не определен	70712
	Не определен	73075
	Не определен	72985
	Не определен	57603
	Не определен	29953
	Не определен	70051
	Не определен	70051
	Не определен	68178
	Не определен	60978
	Не определен	56968
	Не определен	72019
	leo Laboratories	60675
	Не определен	39495
	eagle Nutritionals	37506
	Не определен	50062
	Не определен	49745
	Не определен	66625
	Не определен	44440
	Не определен	72045
	Не определен	72046
	Не определен	72047
	Не определен	32035
	"Eagle Nutrionals, Inc." US	50814
	Не определен	48958
	Не определен	70645
	Не определен	70645
	Не определен	71145
	Не определен	34844
	Не определен	71543
	Не определен	50554
	merckle GmbH	71682
	merckle GmbH	71440
	merckle GmbH	71440
	ursapharm Arzneimittel/Stada	56935
	ursapharm Arzneimittel/Stada	56935
	Не определен	43210
	Не определен	43210
	Не определен	72993
	Не определен	67141
	Не определен	65087
	Не определен	65087
	Не определен	69987
	Не определен	67994
	Не определен	64689
	Не определен	63346
	Не определен	71760
	Не определен	65163
	Не определен	55384
	Не определен	69352
	Не определен	38707
	Не определен	38707
	Не определен	51834
	Не определен	43467
	Не определен	57975
	zentiva/Leciva	58214
	Не определен	57233
	Не определен	60471
	Не определен	60471
	Не определен	46226
	Не определен	54161
	Не определен	29977
	Не определен	29977
	Не определен	71130
	Не определен	68903
	Не определен	73315
	Не определен	69624
	Не определен	70337
	laboratoires Galeniques Vernin	73258
	Не определен	57276
	laboratoires Mayoly Spindler	68946
	laboratoires Galeniques Vernin	68206
	Не определен	31388
	Не определен	31215
	Не определен	63825
	Не определен	30899
	Не определен	31656
	Не определен	47544
	Не определен	47544
	Не определен	43152
	Не определен	65545
	pfizer/R-Pharm	72728
	pfizer	66665
	Не определен	69474
	protina Pharmazeutische GmbH	72791
	famar A.V.E	71840
	Не определен	69147
	Не определен	72579
	famar A.V.E	70102
	biologische Heilmittel Heel GmbH	72871
	Не определен	64198
	Не определен	29996
	ferrer Internacional_	70101
	ferrer Internacional_	70101
	ferrer Internacional_	69314
	ever Pharma Jena/Ever Neuro Phar	60438
	Не определен	61528
	Не определен	59621
	biologische Heilmittel Heel GmbH	62739
	Не определен	73317
	Не определен	38494
	Не определен	66190
	teva	73232
	Не определен	66778
	Не определен	30008
	Не определен	30008
	Не определен	57550
	Не определен	73035
	Не определен	71150
	Не определен	30010
	Не определен	59690
	Не определен	73050
	Не определен	73050
	Не определен	72775
	Не определен	49117
	Не определен	59569
	Не определен	68566
	Не определен	66519
	Не определен	50750
	Не определен	33453
	Не определен	71870
	Не определен	57376
	Не определен	41156
	Не определен	53191
	Не определен	70518
	Не определен	71094
	Не определен	71094
	Не определен	71094
	Не определен	69219
	Не определен	39235
	Не определен	59063
	Не определен	57688
	Не определен	72602
	Не определен	50355
	Не определен	73270
	Не определен	69531
	Не определен	39243
	Не определен	71512
	Не определен	37331
	Не определен	35131
	Не определен	57152
	Не определен	53010
	Не определен	65765
	Не определен	32841
	lundbeck	59045
	Не определен	35346
	Не определен	72912
	Не определен	69669
	Не определен	69973
	Не определен	69973
	Не определен	36979
	Не определен	42173
	Не определен	51450
	Не определен	30044
	Не определен	63248
	Не определен	72418
	cytomed Oy	54859
	Не определен	34407
	Не определен	37785
	Не определен	56107
	Не определен	47206
	Не определен	43765
	Не определен	43765
	Не определен	68744
	Не определен	30051
	Не определен	30052
	Не определен	30052
	Не определен	30054
	Не определен	30054
	Не определен	73206
	Не определен	71450
	"Nutrilo GmbH"	71451
	Не определен	40729
	Не определен	72569
	Не определен	33624
	Не определен	55737
	Не определен	37122
	Не определен	56040
	Не определен	72471
	Не определен	72471
	Не определен	44107
	Не определен	64859
	Не определен	70559
	Не определен	63389
	Не определен	63390
	Не определен	66267
	Не определен	69422
	Не определен	40534
	Не определен	63587
	Не определен	56197
	Не определен	60215
	Не определен	33812
	Не определен	35342
	Не определен	50880
	Не определен	71533
	Не определен	67671
	Не определен	42346
	Не определен	72644
	Не определен	56869
	Не определен	72641
	Не определен	72261
	Не определен	72924
	Не определен	68852
	Не определен	69615
	Не определен	69919
	Не определен	71190
	Не определен	69921
	Не определен	59525
	Не определен	45936
	Не определен	71192
	Не определен	71191
	Не определен	66483
	Не определен	66487
	Не определен	65999
	Не определен	72031
	Не определен	32504
	Не определен	39162
	Не определен	39164
	Не определен	39166
	Не определен	43283
	Не определен	43283
	Не определен	51025
	Не определен	33700
	Не определен	72874
	Не определен	55879
	Не определен	71211
	Не определен	73320
	Не определен	51012
	Не определен	51012
	Не определен	72944
	Не определен	62606
	Не определен	59509
	Не определен	64972
	Не определен	64972
	Не определен	42869
	Не определен	60830
	Не определен	36178
	Не определен	60313
	Не определен	60309
	Не определен	60309
	Не определен	66289
	Не определен	64962
	sFM Hospital Products	72976
	Не определен	54169
	sFM Hospital Products	73196
	Не определен	56686
	Не определен	46521
	Не определен	44245
	vogt Medical GmbH	72159
	Не определен	53011
	sF Medical Products GmbH	65642
	sFM Hospital Products	57770
	Не определен	49574
	Не определен	72596
	Не определен	72838
	Не определен	30120
	Не определен	30120
	sFM Hospital Products	70664
	Не определен	69430
	beijing Lepu Medical Technology Co., Ltd	71975
	Не определен	66680
	Не определен	49753
	Не определен	62083
	Не определен	62083
	Не определен	43316
	Не определен	70474
	Не определен	70474
	Не определен	70449
	Не определен	70449
	Не определен	70441
	Не определен	70451
	Не определен	70444
	Не определен	70444
	Не определен	70444
	Не определен	70446
	Не определен	70446
	Не определен	70450
	Не определен	70450
	Не определен	70452
	Не определен	70452
	Не определен	70453
	Не определен	70458
	Не определен	70458
	Не определен	70458
	Не определен	70460
	Не определен	70460
	Не определен	70460
	Не определен	70454
	Не определен	70454
	Не определен	70480
	Не определен	70455
	Не определен	70455
	Не определен	70484
	Не определен	70468
	Не определен	70470
	Не определен	70470
	Не определен	70462
	Не определен	70462
	Не определен	70464
	Не определен	70496
	Не определен	70496
	Не определен	70496
	Не определен	70494
	Не определен	70499
	Не определен	70499
	Не определен	70501
	Не определен	70503
	Не определен	70482
	Не определен	70482
	Не определен	70466
	Не определен	70466
	Не определен	70505
	Не определен	70505
	Не определен	70508
	Не определен	70508
	Не определен	70509
	Не определен	70510
	Не определен	70510
	Не определен	70511
	Не определен	70473
	Не определен	70473
	Не определен	70507
	Не определен	70513
	Не определен	70512
	Не определен	70512
	Не определен	70514
	Не определен	70514
	Не определен	70488
	Не определен	70488
	Не определен	70488
	Не определен	70492
	Не определен	70492
	Не определен	70490
	Не определен	70516
	Не определен	70516
	Не определен	70435
	Не определен	70435
	Не определен	70435
	Не определен	72714
	Не определен	31163
	Не определен	41600
	Не определен	57312
	and	32234
	Не определен	63711
	Не определен	71895
	Не определен	71896
	Не определен	30600
	Не определен	66944
	Не определен	64304
	Не определен	61891
	Не определен	41872
	Не определен	70334
	Не определен	65567
	Не определен	72905
	Не определен	72906
	Не определен	72445
	Не определен	66783
	Не определен	31762
	Не определен	44890
	Не определен	30123
	Не определен	69073
	Не определен	30124
	Не определен	72235
	Не определен	33610
	Не определен	30126
	Не определен	61667
	Не определен	61667
	Не определен	73070
	Не определен	69076
	Не определен	57527
	Не определен	30133
	Не определен	30134
	Не определен	62901
	Не определен	30136
	Не определен	35389
	Не определен	72025
	takeda	68935
	Не определен	66340
	Не определен	69483
	Не определен	65416
	Не определен	65416
	Не определен	70438
	Не определен	70438
	Не определен	54832
	Не определен	54832
	Не определен	54846
	Не определен	70424
	Не определен	70424
	Не определен	50384
	Не определен	50384
	Не определен	70426
	Не определен	70427
	Не определен	70427
	Не определен	39005
	Не определен	39005
	Не определен	39005
	Не определен	40151
	Не определен	40151
	Не определен	69695
	Не определен	69695
	Не определен	70431
	Не определен	70431
	Не определен	70432
	Не определен	70432
	Не определен	70434
	Не определен	70434
	Не определен	70439
	Не определен	70439
	Не определен	70440
	Не определен	70440
	Не определен	70442
	Не определен	70442
	Не определен	70447
	Не определен	70447
	Не определен	60529
	Не определен	70448
	Не определен	70448
	Не определен	70456
	Не определен	70456
	Не определен	70475
	Не определен	70475
	Не определен	70461
	Не определен	70461
	Не определен	70477
	Не определен	70465
	Не определен	70465
	Не определен	70467
	Не определен	70467
	Не определен	70469
	Не определен	70469
	Не определен	70459
	Не определен	70459
	Не определен	70459
	Не определен	70485
	Не определен	70471
	Не определен	70479
	Не определен	70479
	Не определен	70486
	Не определен	70486
	Не определен	70487
	Не определен	70487
	Не определен	70481
	Не определен	70481
	Не определен	70481
	Не определен	70472
	Не определен	70489
	Не определен	70489
	Не определен	70483
	Не определен	70483
	Не определен	70491
	Не определен	70491
	Не определен	70497
	Не определен	70498
	Не определен	70500
	Не определен	70500
	Не определен	70500
	Не определен	70500
	Не определен	70493
	Не определен	70493
	Не определен	70502
	Не определен	70502
	Не определен	70495
